logged_at,reason,name,title,url,query
2026-04-21T12:23:40.458209Z,non_org_title,List of non-governmental organizations in China - Wikipedia,List of non-governmental organizations in China - Wikipedia,,"""List of non-governmental organizations in China - Wikipedia"" ""China"" organization"
2026-04-21T12:23:41.010073Z,non_org_title,This article is a list of domestic and international non,This article is a list of domestic and international non,,"""This article is a list of domestic and international non"" ""China"" organization"
2026-04-21T12:23:41.562468Z,non_org_title,NGO Directory - China Development Brief,NGO Directory - China Development Brief,,"""NGO Directory - China Development Brief"" ""China"" organization"
2026-04-21T12:23:42.119722Z,missing_url,Recording Civic Action in China - Spotlight Exhibits,Recording Civic Action in China - Spotlight Exhibits,,"""Recording Civic Action in China - Spotlight Exhibits"" ""China"" organization"
2026-04-21T12:23:42.671617Z,non_org_title,Worldwide NGO Directory,Worldwide NGO Directory,,"""Worldwide NGO Directory"" ""China"" organization"
2026-04-21T12:23:43.222037Z,non_org_title,The Worldwide NGO Directory,The Worldwide NGO Directory,,"""The Worldwide NGO Directory"" ""China"" organization"
2026-04-21T12:23:43.770234Z,missing_url,Civil Society Organizations (CSOs) - United Nations Development Programme,Civil Society Organizations (CSOs) - United Nations Development Programme,,"""Civil Society Organizations (CSOs) - United Nations Development Programme"" ""China"" organization"
2026-04-21T12:23:44.327566Z,missing_url,China NGO Network for International Exchanges - cnie.org.cn,China NGO Network for International Exchanges - cnie.org.cn,,"""China NGO Network for International Exchanges - cnie.org.cn"" ""China"" organization"
2026-04-21T12:23:44.878305Z,missing_url,Together to Implement the Global Development Initiative China,Together to Implement the Global Development Initiative China,,"""Together to Implement the Global Development Initiative China"" ""China"" organization"
2026-04-21T12:23:45.432468Z,missing_url,NGO Project - ChinaFile,NGO Project - ChinaFile,,"""NGO Project - ChinaFile"" ""China"" organization"
2026-04-21T12:23:45.987685Z,missing_url,The China NGO Project is a community,The China NGO Project is a community,,"""The China NGO Project is a community"" ""China"" organization"
2026-04-21T12:23:46.544131Z,missing_url,"Civil Society in China: Growth, Challenges, and Government Relations","Civil Society in China: Growth, Challenges, and Government Relations",,"""Civil Society in China: Growth, Challenges, and Government Relations"" ""China"" organization"
